,check_number,session_start,sex,row_number,liters_drunk,drink,label,age_0,age_18,age_50,morning,day,evening
1140,299,2021-10-20 15:34:00,Ж,26.0,3,1,1,0,0,1,0,1,0
1141,7965,2021-10-20 21:00:00,-,49.0,0,0,1,0,1,0,0,0,1
1142,134,2021-10-20 07:30:00,ж,46.0,0,1,0,0,1,0,1,0,0
1143,6841,2021-10-20 08:42:00,Ж,1.0,3,0,0,0,1,0,1,0,0
1144,219,2021-10-20 15:30:00,-,85.0,1,1,1,0,0,1,0,1,0
1145,5145,2021-10-20 22:30:00,Не указан,7.0,2,1,1,0,0,1,0,0,1
1146,6272,2021-10-20 15:00:00,ж,25.0,4,0,1,0,0,1,0,1,0
1147,660,2021-10-20 14:00:00,Ж,0.0,4,0,1,0,1,0,0,1,0
1148,9666,2021-10-20 23:42:00,M,15.0,3,0,1,1,0,0,0,0,1
1149,1612,2021-10-20 22:15:00,M,69.0,5,1,1,0,0,1,0,0,1
1150,7499,2021-10-20 23:42:00,Не указан,54.0,4,1,1,0,1,0,0,0,1
1151,5178,2021-10-20 21:00:00,Ж,0.0,5,1,1,0,1,0,0,0,1
1152,9356,2021-10-20 21:00:00,M,57.0,4,1,1,0,1,0,0,0,1
1153,2189,2021-10-20 15:30:00,-,64.0,2,1,0,0,0,1,0,1,0
1154,1084,2021-10-20 22:15:00,м,16.0,3,0,1,0,1,0,0,0,1
1155,4139,2021-10-20 14:00:00,ж,46.0,2,0,0,0,1,0,0,1,0
1156,3536,2021-10-20 21:00:00,м,44.0,1,0,1,0,1,0,0,0,1
1157,5792,2021-10-20 22:30:00,Не указан,41.0,0,1,1,0,0,1,0,0,1
1158,7402,2021-10-20 15:30:00,-,13.0,3,1,0,0,0,1,0,1,0
1159,987,2021-10-20 06:00:00,м,4.0,4,1,0,0,0,1,1,0,0
1160,5861,2021-10-20 21:00:00,-,100.0,3,0,1,0,0,1,0,0,1
1161,7887,2021-10-20 06:00:00,Не указан,91.0,-3,0,0,0,1,0,1,0,0
1162,4802,2021-10-20 22:30:00,м,53.0,2,0,1,0,1,0,0,0,1
1163,5802,2021-10-20 15:34:00,-,20.0,52867088,0,1,0,0,1,0,1,0
1164,8246,2021-10-20 14:15:00,ж,64.0,2,1,0,0,0,1,0,1,0
1165,6232,2021-10-20 21:00:00,-,,5,1,1,0,0,1,0,0,1
1166,7206,2021-10-20 22:15:00,Не указан,8.0,5,1,1,0,1,0,0,0,1
1167,3781,2021-10-20 07:30:00,M,53.0,3,0,0,0,1,0,1,0,0
1168,1849,2021-10-20 07:30:00,-,75.0,0,0,0,0,1,0,1,0,0
1169,2330,2021-10-20 23:42:00,Не указан,36.0,3,0,1,0,0,1,0,0,1
1170,83,2021-10-20 15:30:00,M,42.0,5,0,1,0,0,1,0,1,0
1171,3451,2021-10-20 21:00:00,Не указан,53.0,4,0,1,0,1,0,0,0,1
1172,8052,2021-10-20 07:30:00,-,,4,1,0,0,0,1,1,0,0
1173,1750,2021-10-20 07:30:00,-,96.0,3,0,0,0,1,0,1,0,0
1174,9120,2021-10-20 07:00:00,-,6.0,2,0,0,0,0,1,1,0,0
1175,9380,2021-10-20 07:30:00,M,11.0,3,1,0,0,1,0,1,0,0
1176,6828,2021-10-20 06:15:00,-,,3,0,0,0,1,0,1,0,0
1177,6654,2021-10-20 21:00:00,Не указан,11.0,5,1,1,0,0,1,0,0,1
1178,719,2021-10-20 22:30:00,M,78.0,2,1,1,0,0,1,0,0,1
1179,9292,2021-10-20 08:42:00,M,25.0,0,0,0,0,1,0,1,0,0
1180,2978,2021-10-20 07:30:00,Ж,83.0,1,1,0,0,0,1,1,0,0
1181,5115,2021-10-20 06:15:00,M,71.0,0,1,0,0,0,1,1,0,0
1182,1268,2021-10-20 14:00:00,м,92.0,57712868,0,0,0,1,0,0,1,0
1183,2935,2021-10-20 15:34:00,Не указан,29.0,0,1,0,0,0,1,0,1,0
1184,6648,2021-10-20 15:00:00,M,42.0,3,0,1,0,1,0,0,1,0
1185,8773,2021-10-20 21:00:00,ж,59.0,3,0,1,0,1,0,0,0,1
1186,6006,2021-10-20 07:00:00,ж,93.0,0,0,0,0,1,0,1,0,0
1187,5491,2021-10-20 07:00:00,M,46.0,5,0,0,0,1,0,1,0,0
1188,4635,2021-10-20 07:00:00,ж,87.0,2,0,0,0,1,0,1,0,0
1189,4379,2021-10-20 15:30:00,м,90.0,3,0,1,0,1,0,0,1,0
1190,1759,2021-10-20 15:00:00,Ж,32.0,1,0,1,0,1,0,0,1,0
1191,2116,2021-10-20 21:00:00,Не указан,14.0,4,0,1,1,0,0,0,0,1
1192,7224,2021-10-20 08:42:00,M,82.0,1,1,0,0,0,1,1,0,0
1193,487,2021-10-20 21:00:00,ж,,2,0,1,0,0,1,0,0,1
1194,4784,2021-10-20 15:30:00,Ж,96.0,1,0,1,0,1,0,0,1,0
1195,2778,2021-10-20 22:30:00,Ж,20.0,0,0,1,0,1,0,0,0,1
1196,3975,2021-10-20 14:00:00,M,96.0,2,1,0,0,1,0,0,1,0
1197,4515,2021-10-20 21:00:00,Не указан,100.0,1,1,1,0,0,1,0,0,1
1198,5960,2021-10-20 21:00:00,ж,97.0,5,0,1,0,1,0,0,0,1
1199,4362,2021-10-20 21:00:00,Ж,73.0,1,0,1,0,0,1,0,0,1
1200,2363,2021-10-20 06:15:00,м,57.0,4,1,1,0,1,0,1,0,0
1201,5782,2021-10-20 15:30:00,-,3.0,1,0,1,0,1,0,0,1,0
1202,3386,2021-10-20 15:30:00,M,72.0,1,1,1,0,1,0,0,1,0
1203,6028,2021-10-20 22:30:00,M,82.0,5,1,1,0,0,1,0,0,1
1204,9247,2021-10-20 08:42:00,ж,95.0,4,1,0,0,0,1,1,0,0
1205,4950,2021-10-20 15:00:00,м,75.0,5,0,1,1,0,0,0,1,0
1206,327,2021-10-20 22:15:00,-,62.0,1,1,1,0,1,0,0,0,1
1207,158,2021-10-20 22:30:00,-,,2,0,1,0,1,0,0,0,1
1208,5995,2021-10-20 14:00:00,ж,4.0,43031255,1,0,0,0,1,0,1,0
1209,7120,2021-10-20 14:15:00,ж,13.0,-5,0,0,0,1,0,0,1,0
1210,8199,2021-10-20 22:15:00,Не указан,3.0,81925974,0,1,0,1,0,0,0,1
1211,3852,2021-10-20 08:42:00,M,93.0,0,0,0,0,1,0,1,0,0
1212,603,2021-10-20 14:15:00,Ж,21.0,3,0,0,1,0,0,0,1,0
1213,4188,2021-10-20 14:15:00,м,86.0,3,1,0,0,0,1,0,1,0
1214,861,2021-10-20 15:30:00,ж,44.0,2,1,1,0,0,1,0,1,0
1215,7185,2021-10-20 08:42:00,-,8.0,1,1,0,0,0,1,1,0,0
1216,9892,2021-10-20 15:34:00,ж,34.0,0,1,1,0,0,1,0,1,0
1217,7063,2021-10-20 07:30:00,Не указан,23.0,2,1,0,0,0,1,1,0,0
1218,8453,2021-10-20 14:15:00,ж,91.0,4,0,1,1,0,0,0,1,0
1219,9348,2021-10-20 22:15:00,Не указан,13.0,1,0,1,0,0,1,0,0,1
1220,6734,2021-10-20 22:15:00,Не указан,12.0,0,1,1,0,1,0,0,0,1
1221,9049,2021-10-20 21:00:00,Ж,13.0,5,0,1,0,1,0,0,0,1
1222,4706,2021-10-20 08:42:00,-,89.0,5,1,1,0,1,0,1,0,0
1223,5602,2021-10-20 21:00:00,м,49.0,1,1,1,0,1,0,0,0,1
1224,2104,2021-10-20 21:00:00,м,80.0,5,0,1,0,1,0,0,0,1
1225,9025,2021-10-20 14:00:00,M,65.0,2,0,0,0,0,1,0,1,0
1226,9447,2021-10-20 22:30:00,-,27.0,3,1,1,0,0,1,0,0,1
1227,8025,2021-10-20 21:00:00,ж,57.0,3,0,1,1,0,0,0,0,1
1228,6237,2021-10-20 06:15:00,ж,48.0,3,0,0,0,1,0,1,0,0
1229,1809,2021-10-20 15:34:00,м,,2,0,1,1,0,0,0,1,0
1230,2061,2021-10-20 14:15:00,м,73.0,4,0,1,0,1,0,0,1,0
1231,5048,2021-10-20 14:00:00,м,40.0,2,1,0,0,0,1,0,1,0
1232,3619,2021-10-20 07:00:00,-,92.0,5,1,0,0,0,1,1,0,0
1233,3504,2021-10-20 15:30:00,-,,0,0,0,0,0,1,0,1,0
1234,7672,2021-10-20 06:15:00,Не указан,99.0,0,0,0,0,0,1,1,0,0
1235,2737,2021-10-20 14:15:00,M,73.0,4,0,1,0,1,0,0,1,0
1236,4369,2021-10-20 08:42:00,-,1.0,5,0,1,1,0,0,1,0,0
1237,884,2021-10-20 07:00:00,Не указан,60.0,4,1,0,0,0,1,1,0,0
1238,7330,2021-10-20 08:42:00,Не указан,25.0,5,0,1,1,0,0,1,0,0
1239,5596,2021-10-20 15:34:00,M,100.0,5,0,1,0,0,1,0,1,0
1240,7915,2021-10-20 07:00:00,M,0.0,5,0,1,1,0,0,1,0,0
1241,4717,2021-10-20 22:15:00,Не указан,96.0,4,1,1,0,0,1,0,0,1
1242,5974,2021-10-20 08:42:00,Ж,93.0,2,0,0,0,0,1,1,0,0
1243,1405,2021-10-20 15:30:00,Ж,80.0,2,0,1,0,0,1,0,1,0
1244,2089,2021-10-20 15:00:00,ж,,1,1,1,0,1,0,0,1,0
1245,414,2021-10-20 22:15:00,м,92.0,2,1,1,0,1,0,0,0,1
1246,533,2021-10-20 06:15:00,Не указан,70.0,5,0,0,0,1,0,1,0,0
1247,6046,2021-10-20 23:42:00,ж,10.0,4,1,1,0,0,1,0,0,1
1248,1148,2021-10-20 06:15:00,-,7.0,5,1,0,0,0,1,1,0,0
1249,257,2021-10-20 06:00:00,ж,89.0,5,0,1,1,0,0,1,0,0
1250,461,2021-10-20 15:00:00,Ж,17.0,0,0,1,0,0,1,0,1,0
1251,523,2021-10-20 15:00:00,ж,68.0,1,0,1,1,0,0,0,1,0
1252,1069,2021-10-20 06:15:00,M,,0,0,0,1,0,0,1,0,0
1253,5654,2021-10-20 08:42:00,M,4.0,3,0,0,0,0,1,1,0,0
1254,8294,2021-10-20 07:30:00,ж,12.0,4,1,0,0,0,1,1,0,0
1255,2105,2021-10-20 14:00:00,M,49.0,3,0,0,0,0,1,0,1,0
1256,9320,2021-10-20 08:42:00,Ж,28.0,-3,0,0,1,0,0,1,0,0
1257,3926,2021-10-20 07:00:00,M,52.0,0,0,0,0,0,1,1,0,0
1258,2958,2021-10-20 06:15:00,M,97.0,5,1,0,0,0,1,1,0,0
1259,6475,2021-10-20 15:34:00,-,52.0,3,1,1,0,1,0,0,1,0
1260,1030,2021-10-20 14:15:00,Не указан,39.0,1,0,0,1,0,0,0,1,0
1261,8004,2021-10-20 07:30:00,Ж,29.0,1,0,0,0,1,0,1,0,0
1262,3830,2021-10-20 15:30:00,Не указан,0.0,5,1,1,0,0,1,0,1,0
1263,6039,2021-10-20 23:42:00,Не указан,80.0,2,1,1,0,1,0,0,0,1
1264,1638,2021-10-20 06:00:00,ж,,0,0,0,0,1,0,1,0,0
1265,9965,2021-10-20 14:00:00,Ж,15.0,3,1,1,0,1,0,0,1,0
1266,9096,2021-10-20 07:00:00,-,80.0,3,1,0,0,0,1,1,0,0
1267,100,2021-10-20 22:30:00,-,44.0,1,0,1,0,0,1,0,0,1
1268,6290,2021-10-20 07:00:00,-,97.0,0,1,0,0,1,0,1,0,0
1269,1195,2021-10-20 15:34:00,Ж,92.0,5,0,1,0,1,0,0,1,0
1270,914,2021-10-20 15:00:00,Не указан,64.0,5,0,1,0,0,1,0,1,0
1271,9511,2021-10-20 15:34:00,м,25.0,1,1,1,0,1,0,0,1,0
1272,6401,2021-10-20 14:15:00,Ж,61.0,16651137,1,1,0,1,0,0,1,0
1273,1885,2021-10-20 14:15:00,ж,23.0,1,1,0,0,0,1,0,1,0
1274,6109,2021-10-20 08:42:00,-,19.0,2,0,0,1,0,0,1,0,0
1275,2732,2021-10-20 21:00:00,Не указан,37.0,5,0,1,0,1,0,0,0,1
1276,9131,2021-10-20 06:00:00,ж,,1,0,0,0,1,0,1,0,0
1277,8516,2021-10-20 22:15:00,Не указан,87.0,2,1,1,0,0,1,0,0,1
1278,1330,2021-10-20 14:00:00,-,40.0,2,1,0,0,1,0,0,1,0
1279,9822,2021-10-20 07:00:00,Ж,72.0,0,0,0,0,0,1,1,0,0
1280,8914,2021-10-20 07:30:00,ж,13.0,3,0,0,0,1,0,1,0,0
1281,3228,2021-10-20 06:00:00,-,15.0,0,0,0,0,0,1,1,0,0
1282,387,2021-10-20 08:42:00,Не указан,6.0,4,0,0,0,1,0,1,0,0
1283,6869,2021-10-20 15:30:00,-,30.0,3,1,1,0,1,0,0,1,0
1284,2555,2021-10-20 07:30:00,-,81.0,0,0,0,1,0,0,1,0,0
1285,5352,2021-10-20 22:30:00,M,3.0,3,0,1,0,1,0,0,0,1
1286,908,2021-10-20 14:15:00,Ж,90.0,3,1,0,0,0,1,0,1,0
1287,3634,2021-10-20 14:00:00,-,78.0,-6,0,0,1,0,0,0,1,0
1288,1231,2021-10-20 15:34:00,Ж,94.0,4,0,1,0,0,1,0,1,0
1289,2845,2021-10-20 21:00:00,Ж,,3,1,1,0,0,1,0,0,1
1290,9259,2021-10-20 07:30:00,Ж,44.0,2,0,0,0,0,1,1,0,0
1291,8030,2021-10-20 22:15:00,Не указан,2.0,-6,1,1,0,1,0,0,0,1
1292,5114,2021-10-20 21:00:00,-,3.0,0,1,1,0,0,1,0,0,1
1293,3567,2021-10-20 14:15:00,-,83.0,4,0,1,1,0,0,0,1,0
1294,7380,2021-10-20 21:00:00,Не указан,36.0,0,1,1,0,0,1,0,0,1
1295,8105,2021-10-20 22:30:00,M,42.0,2,1,1,0,0,1,0,0,1
1296,9918,2021-10-20 06:15:00,-,6.0,1,0,0,0,0,1,1,0,0
1297,1314,2021-10-20 22:15:00,M,78.0,0,1,1,0,0,1,0,0,1
1298,4318,2021-10-20 21:00:00,м,54.0,5,1,1,0,1,0,0,0,1
1299,4039,2021-10-20 15:34:00,Не указан,36.0,68328344,1,1,0,1,0,0,1,0
1300,1340,2021-10-20 14:15:00,-,31.0,2,0,0,0,1,0,0,1,0
1301,3407,2021-10-20 08:42:00,м,80.0,2,1,0,0,1,0,1,0,0
1302,9723,2021-10-20 07:00:00,-,60.0,0,1,0,0,1,0,1,0,0
1303,801,2021-10-20 21:00:00,Ж,66.0,1,0,1,1,0,0,0,0,1
1304,9904,2021-10-20 21:00:00,M,11.0,1,0,1,0,0,1,0,0,1
1305,5467,2021-10-20 15:30:00,м,18.0,3,1,1,0,1,0,0,1,0
1306,1551,2021-10-20 06:00:00,ж,22.0,1,0,0,0,1,0,1,0,0
1307,611,2021-10-20 21:00:00,M,97.0,2,0,1,1,0,0,0,0,1
1308,2694,2021-10-20 06:15:00,Не указан,22.0,5,1,1,0,1,0,1,0,0
1309,8406,2021-10-20 21:00:00,-,59.0,3,0,1,0,1,0,0,0,1
1310,6591,2021-10-20 22:15:00,ж,60.0,5,0,1,0,1,0,0,0,1
1311,8039,2021-10-20 15:34:00,M,16.0,1,1,1,0,0,1,0,1,0
1312,8535,2021-10-20 15:34:00,-,,5,1,1,0,0,1,0,1,0
1313,1774,2021-10-20 15:00:00,-,73.0,3,1,1,0,0,1,0,1,0
1314,6507,2021-10-20 08:42:00,Не указан,20.0,2,0,0,0,0,1,1,0,0
1315,4112,2021-10-20 21:00:00,M,74.0,1,0,1,0,1,0,0,0,1
1316,6106,2021-10-20 06:15:00,-,7.0,1,0,0,1,0,0,1,0,0
1317,5914,2021-10-20 15:30:00,Не указан,27.0,3,0,1,0,0,1,0,1,0
1318,1086,2021-10-20 08:42:00,-,59.0,1,0,0,1,0,0,1,0,0
1319,5730,2021-10-20 22:30:00,Ж,88.0,77642559,0,1,1,0,0,0,0,1
1320,6985,2021-10-20 06:00:00,Не указан,62.0,3,0,0,0,1,0,1,0,0
1321,4735,2021-10-20 06:00:00,Ж,10.0,3,0,0,0,1,0,1,0,0
1322,1797,2021-10-20 07:00:00,Не указан,34.0,3,0,0,1,0,0,1,0,0
1323,4101,2021-10-20 22:30:00,M,48.0,4,0,1,1,0,0,0,0,1
1324,9779,2021-10-20 07:00:00,M,35.0,25000247,0,0,0,0,1,1,0,0
1325,8942,2021-10-20 07:30:00,ж,,4,0,0,1,0,0,1,0,0
1326,8401,2021-10-20 15:00:00,ж,56.0,2,0,0,0,0,1,0,1,0
1327,6013,2021-10-20 15:34:00,Не указан,41.0,5,0,1,0,1,0,0,1,0
1328,7138,2021-10-20 07:00:00,M,95.0,3,1,0,0,1,0,1,0,0
1329,8051,2021-10-20 22:30:00,Ж,14.0,1,1,1,0,0,1,0,0,1
1330,6994,2021-10-20 08:42:00,Ж,22.0,3,1,0,0,0,1,1,0,0
1331,1250,2021-10-20 21:00:00,м,10.0,0,0,1,0,0,1,0,0,1
1332,7234,2021-10-20 15:00:00,Не указан,6.0,3,0,1,0,1,0,0,1,0
1333,7554,2021-10-20 07:00:00,Не указан,74.0,3,0,0,1,0,0,1,0,0
1334,1710,2021-10-20 23:42:00,M,77.0,-1,1,1,0,1,0,0,0,1
1335,2514,2021-10-20 14:00:00,M,11.0,1,0,0,0,1,0,0,1,0
1336,9936,2021-10-20 06:15:00,Не указан,,1,1,0,0,1,0,1,0,0
1337,7132,2021-10-20 06:00:00,M,52.0,3,1,0,0,0,1,1,0,0
1338,3190,2021-10-20 06:00:00,M,83.0,4,0,0,0,0,1,1,0,0
1339,9710,2021-10-20 06:00:00,ж,16.0,2,0,0,1,0,0,1,0,0
1340,7324,2021-10-20 23:42:00,M,46.0,5,1,1,0,1,0,0,0,1
1341,4282,2021-10-20 08:42:00,м,68.0,0,1,0,0,1,0,1,0,0
1342,4071,2021-10-20 06:15:00,-,49.0,5,0,0,0,0,1,1,0,0
1343,9415,2021-10-20 23:42:00,M,56.0,3,0,1,0,1,0,0,0,1
1344,5682,2021-10-20 21:00:00,M,97.0,4,0,1,1,0,0,0,0,1
1345,2204,2021-10-20 06:15:00,-,14.0,3,0,0,0,1,0,1,0,0
1346,9294,2021-10-20 15:00:00,M,18.0,4,0,1,1,0,0,0,1,0
1347,4694,2021-10-20 23:42:00,Не указан,57.0,0,0,1,0,1,0,0,0,1
1348,1701,2021-10-20 15:34:00,ж,91.0,3,0,1,0,1,0,0,1,0
1349,3832,2021-10-20 21:00:00,м,1.0,0,1,1,0,1,0,0,0,1
1350,841,2021-10-20 07:00:00,Не указан,37.0,5,1,0,0,0,1,1,0,0
1351,6849,2021-10-20 23:42:00,Ж,35.0,5,0,1,1,0,0,0,0,1
1352,6812,2021-10-20 14:00:00,Не указан,28.0,2,0,0,0,1,0,0,1,0
1353,6256,2021-10-20 07:30:00,M,25.0,0,1,0,0,0,1,1,0,0
1354,222,2021-10-20 07:00:00,Ж,20.0,0,0,0,0,0,1,1,0,0
1355,2572,2021-10-20 07:30:00,M,89.0,2,1,0,0,0,1,1,0,0
1356,5993,2021-10-20 22:15:00,ж,7.0,2,1,1,0,1,0,0,0,1
1357,520,2021-10-20 21:00:00,Не указан,83.0,48330910,0,1,0,0,1,0,0,1
1358,7674,2021-10-20 15:30:00,Ж,7.0,5,1,1,0,1,0,0,1,0
1359,338,2021-10-20 22:30:00,ж,32.0,2,0,1,0,0,1,0,0,1
1360,2226,2021-10-20 21:00:00,-,97.0,4,0,1,0,0,1,0,0,1
1361,2340,2021-10-20 15:00:00,-,50.0,1,1,1,0,0,1,0,1,0
1362,7790,2021-10-20 06:00:00,м,57.0,4,1,1,0,1,0,1,0,0
1363,6766,2021-10-20 21:00:00,M,62.0,5,0,1,0,1,0,0,0,1
1364,8112,2021-10-20 07:30:00,ж,0.0,5,0,1,1,0,0,1,0,0
1365,5842,2021-10-20 14:15:00,Ж,89.0,4,1,0,0,0,1,0,1,0
1366,9555,2021-10-20 21:00:00,M,1.0,3,1,1,0,1,0,0,0,1
1367,4819,2021-10-20 22:30:00,ж,40.0,2,1,1,0,1,0,0,0,1
1368,5326,2021-10-20 23:42:00,-,94.0,4,0,1,0,1,0,0,0,1
1369,2252,2021-10-20 06:15:00,-,89.0,1,0,0,0,0,1,1,0,0
1370,9077,2021-10-20 22:15:00,Не указан,32.0,5,0,1,0,1,0,0,0,1
1371,8424,2021-10-20 15:30:00,-,10.0,5,0,1,0,1,0,0,1,0
1372,9368,2021-10-20 21:00:00,-,27.0,0,0,1,0,1,0,0,0,1
1373,6199,2021-10-20 07:00:00,м,6.0,84072410,1,0,0,1,0,1,0,0
1374,422,2021-10-20 08:42:00,-,78.0,3,1,0,0,0,1,1,0,0
1375,7277,2021-10-20 06:15:00,-,58.0,4,1,1,0,1,0,1,0,0
1376,9251,2021-10-20 15:34:00,м,6.0,5,1,1,0,0,1,0,1,0
1377,2591,2021-10-20 21:00:00,M,77.0,3,0,1,0,0,1,0,0,1
1378,652,2021-10-20 15:34:00,м,93.0,5,0,1,0,0,1,0,1,0
1379,1948,2021-10-20 08:42:00,м,16.0,4,1,1,0,1,0,1,0,0
1380,2197,2021-10-20 21:00:00,ж,3.0,4,0,1,0,0,1,0,0,1
1381,5140,2021-10-20 15:00:00,ж,10.0,4,0,1,0,1,0,0,1,0
1382,1305,2021-10-20 22:30:00,ж,75.0,4,1,1,0,1,0,0,0,1
1383,7368,2021-10-20 06:00:00,ж,62.0,0,0,0,0,1,0,1,0,0
1384,8480,2021-10-20 15:34:00,м,48.0,29633679,0,1,0,1,0,0,1,0
1385,1178,2021-10-20 15:34:00,M,87.0,4,0,1,0,0,1,0,1,0
1386,6227,2021-10-20 22:30:00,Ж,68.0,2,1,1,0,1,0,0,0,1
1387,5772,2021-10-20 15:34:00,M,20.0,4,1,1,0,1,0,0,1,0
1388,4161,2021-10-20 15:30:00,Не указан,50.0,0,1,0,0,1,0,0,1,0
1389,5256,2021-10-20 08:42:00,ж,27.0,2,0,0,0,1,0,1,0,0
1390,9535,2021-10-20 07:30:00,ж,71.0,2,1,0,0,0,1,1,0,0
1391,9089,2021-10-20 15:34:00,M,7.0,3,0,1,0,0,1,0,1,0
1392,4273,2021-10-20 14:15:00,M,41.0,1,1,0,0,1,0,0,1,0
1393,5565,2021-10-20 07:00:00,Ж,61.0,2,0,0,0,0,1,1,0,0
1394,4304,2021-10-20 15:34:00,-,66.0,72611159,1,1,0,1,0,0,1,0
1395,245,2021-10-20 23:42:00,M,25.0,5,1,1,0,0,1,0,0,1
1396,2078,2021-10-20 07:00:00,M,42.0,0,0,0,0,1,0,1,0,0
1397,4429,2021-10-20 07:00:00,Не указан,47.0,4,0,0,0,0,1,1,0,0
1398,5986,2021-10-20 15:00:00,м,86.0,0,1,1,0,1,0,0,1,0
1399,641,2021-10-20 15:30:00,Ж,5.0,4,0,1,0,1,0,0,1,0
1400,4163,2021-10-20 21:00:00,м,74.0,0,0,1,0,0,1,0,0,1
1401,9597,2021-10-20 14:15:00,ж,33.0,1,1,0,0,0,1,0,1,0
1402,1889,2021-10-20 15:34:00,M,91.0,3,0,1,0,1,0,0,1,0
1403,9554,2021-10-20 15:30:00,Ж,8.0,4,0,1,0,0,1,0,1,0
1404,4703,2021-10-20 15:30:00,Ж,24.0,4,0,1,0,1,0,0,1,0
1405,7456,2021-10-20 06:15:00,Ж,,3,1,0,0,1,0,1,0,0
1406,86,2021-10-20 07:00:00,M,65.0,4,0,0,0,1,0,1,0,0
1407,9185,2021-10-20 22:15:00,Ж,89.0,2,0,1,0,0,1,0,0,1
1408,2349,2021-10-20 22:30:00,м,55.0,2,0,1,1,0,0,0,0,1
1409,8803,2021-10-20 23:42:00,Ж,82.0,5,1,1,0,0,1,0,0,1
1410,6963,2021-10-20 15:34:00,ж,24.0,5,0,1,0,1,0,0,1,0
1411,7445,2021-10-20 15:30:00,м,56.0,5,0,1,0,0,1,0,1,0
1412,7116,2021-10-20 08:42:00,ж,25.0,1,0,0,0,1,0,1,0,0
1413,3553,2021-10-20 15:30:00,м,8.0,4,1,1,0,0,1,0,1,0
1414,5727,2021-10-20 08:42:00,ж,82.0,0,1,0,0,0,1,1,0,0
1415,2333,2021-10-20 23:42:00,-,26.0,5,0,1,0,0,1,0,0,1
1416,3115,2021-10-20 15:34:00,M,75.0,3,1,1,0,1,0,0,1,0
1417,4384,2021-10-20 21:00:00,Ж,58.0,3,0,1,0,1,0,0,0,1
1418,8007,2021-10-20 14:00:00,ж,14.0,2,1,0,0,1,0,0,1,0
1419,8468,2021-10-20 06:15:00,ж,63.0,-1,0,0,0,0,1,1,0,0
1420,1863,2021-10-20 14:00:00,-,19.0,-5,0,0,0,0,1,0,1,0
1421,235,2021-10-20 21:00:00,м,94.0,2,1,1,0,0,1,0,0,1
1422,4973,2021-10-20 08:42:00,-,47.0,0,1,0,0,0,1,1,0,0
1423,6024,2021-10-20 23:42:00,ж,71.0,0,1,1,0,0,1,0,0,1
1424,2541,2021-10-20 21:00:00,-,90.0,5,1,1,0,0,1,0,0,1
1425,4403,2021-10-20 07:00:00,-,81.0,0,0,0,0,1,0,1,0,0
1426,300,2021-10-20 15:30:00,Не указан,26.0,3,1,1,0,0,1,0,1,0
1427,6577,2021-10-20 22:15:00,M,99.0,52088597,0,1,0,1,0,0,0,1
1428,8636,2021-10-20 06:00:00,м,85.0,4,0,0,0,1,0,1,0,0
1429,1893,2021-10-20 15:34:00,ж,90.0,4,0,1,1,0,0,0,1,0
1430,5129,2021-10-20 07:00:00,-,98.0,5,0,0,0,0,1,1,0,0
1431,7710,2021-10-20 22:15:00,ж,0.0,4,1,1,0,1,0,0,0,1
1432,1899,2021-10-20 21:00:00,ж,28.0,1,0,1,0,1,0,0,0,1
1433,5628,2021-10-20 15:30:00,-,88.0,5,0,1,1,0,0,0,1,0
1434,4410,2021-10-20 14:00:00,м,33.0,0,1,0,0,0,1,0,1,0
1435,9960,2021-10-20 23:42:00,ж,71.0,0,1,1,0,0,1,0,0,1
1436,1766,2021-10-20 23:42:00,Не указан,83.0,1,1,1,0,0,1,0,0,1
1437,2090,2021-10-20 22:15:00,Ж,94.0,-4,0,1,1,0,0,0,0,1
1438,9756,2021-10-20 08:42:00,Ж,60.0,3,1,0,0,1,0,1,0,0
1439,544,2021-10-20 23:42:00,Ж,96.0,5,1,1,0,1,0,0,0,1
1440,505,2021-10-20 06:00:00,Не указан,14.0,0,1,0,0,1,0,1,0,0
1441,1489,2021-10-20 07:00:00,Не указан,87.0,1,0,0,0,0,1,1,0,0
1442,3333,2021-10-20 06:00:00,м,40.0,2,0,0,0,1,0,1,0,0
1443,6406,2021-10-20 21:00:00,M,5.0,1,0,1,1,0,0,0,0,1
1444,6212,2021-10-20 22:15:00,Не указан,77.0,4,0,1,1,0,0,0,0,1
1445,1390,2021-10-20 14:15:00,-,21.0,4,1,0,0,0,1,0,1,0
1446,1299,2021-10-20 22:30:00,M,78.0,1,0,1,0,0,1,0,0,1
1447,8882,2021-10-20 21:00:00,Не указан,50.0,3,1,1,0,1,0,0,0,1
1448,6674,2021-10-20 15:00:00,M,30.0,2,1,1,0,1,0,0,1,0
1449,5327,2021-10-20 07:00:00,м,25.0,3,0,0,0,1,0,1,0,0
1450,7175,2021-10-20 07:30:00,M,42.0,5,1,1,0,1,0,1,0,0
1451,8434,2021-10-20 14:00:00,Ж,15.0,0,0,0,0,1,0,0,1,0
1452,18,2021-10-20 06:00:00,M,74.0,1,0,0,0,0,1,1,0,0
1453,5107,2021-10-20 15:30:00,M,0.0,-2,0,1,0,1,0,0,1,0
1454,9808,2021-10-20 14:15:00,м,52.0,2,1,0,0,1,0,0,1,0
1455,5425,2021-10-20 21:00:00,M,36.0,3,1,1,0,0,1,0,0,1
1456,2262,2021-10-20 15:30:00,Ж,37.0,-1,1,0,0,0,1,0,1,0
1457,6451,2021-10-20 07:30:00,Не указан,19.0,3,0,0,0,0,1,1,0,0
